month,day,neighborhood,crosswalk_wait_sec,litter_density_per_100m2,midnight_noise_db,atm_queue_length,vacant_storefronts_pct,dog_walk_freq_per_hr,graffiti_turnover_days,stress_index
Jun,20,Tondiarpet,44.01,8.26,57.6,3.4,21.4,0.33,23,High
Jun,20,Anna Nagar,20.74,1.75,47.3,1.1,5.0,1.97,2,Low
Jun,20,Chromepet,37.49,4.36,54.7,2.9,12.8,0.93,10,Med
Jun,20,Kodambakkam,29.36,3.3,56.1,2.3,8.8,0.97,7,Med
Jun,21,Korattur,48.98,9.46,56.2,3.5,16.5,0.41,23,High
Jun,21,Velachery,30.85,2.99,55.5,1.7,9.7,1.04,5,Med
Jun,21,Adyar,19.29,1.16,48.8,1.0,3.6,2.28,2,Low
Jun,21,Ambattur,53.56,9.72,61.2,4.6,23.0,0.22,24,High
Jun,21,Nungambakkam,24.62,2.16,48.0,1.1,5.9,1.72,3,Low
Jun,21,Perambur,43.21,6.67,61.3,2.7,15.4,0.69,11,Med
Jun,21,Mylapore,23.98,2.64,49.9,1.5,6.6,1.43,4,Low
Jun,21,Sholinganallur,28.57,5.12,51.8,2.3,10.7,0.98,9,Med
Jun,21,Tondiarpet,56.01,9.92,61.9,4.2,18.0,0.29,26,High
Jun,21,Anna Nagar,18.09,1.63,49.1,1.1,4.9,1.67,3,Low
Jun,21,Chromepet,34.0,4.49,52.0,2.4,13.3,0.83,9,Med
Jun,21,Kodambakkam,31.35,3.76,51.7,1.6,9.5,1.03,6,Med
Jun,22,Korattur,50.11,7.25,61.9,3.0,16.4,0.41,18,High
Jun,22,Velachery,31.67,2.99,56.0,2.0,9.3,1.18,5,Med
Jun,22,Adyar,17.09,1.36,45.4,1.0,4.2,2.11,2,Low
Jun,22,Ambattur,60.64,12.55,60.3,4.3,25.1,0.17,29,High
Jun,22,Nungambakkam,18.75,2.13,46.8,1.3,5.9,1.5,4,Low
Jun,22,Perambur,43.8,7.07,55.4,3.0,13.7,0.58,13,Med
Jun,22,Mylapore,27.25,3.08,53.4,1.4,6.8,1.72,4,Low
Jun,22,Sholinganallur,36.09,4.71,51.0,2.6,10.4,0.91,7,Med
Jun,22,Tondiarpet,45.68,9.14,57.2,3.5,17.8,0.25,26,High
Jun,22,Anna Nagar,21.06,1.69,46.1,0.9,5.3,2.33,3,Low
Jun,22,Chromepet,31.71,4.61,56.5,2.1,13.9,0.94,11,Med
Jun,22,Kodambakkam,29.39,4.37,57.7,2.0,10.8,0.99,7,Med
Jun,23,Korattur,47.14,9.26,56.6,2.6,18.8,0.32,18,High
Jun,23,Velachery,24.3,3.88,52.0,1.7,8.1,1.25,5,Med
Jun,23,Adyar,18.55,1.4,49.3,0.9,3.8,1.81,2,Low
Jun,23,Ambattur,51.84,11.93,60.6,5.2,22.3,0.2,33,High
Jun,23,Nungambakkam,22.47,1.75,49.1,1.0,5.9,1.8,4,Low
Jun,23,Perambur,41.89,5.93,56.1,3.3,15.0,0.67,15,Med
Jun,23,Mylapore,22.28,3.12,47.0,1.6,6.7,1.45,4,Low
Jun,23,Sholinganallur,36.64,5.13,55.7,2.1,9.9,0.71,9,Med
Jun,23,Tondiarpet,55.94,9.87,60.0,3.1,17.7,0.31,28,High
Jun,23,Anna Nagar,17.17,1.5,50.6,1.2,4.6,1.88,3,Low
Jun,23,Chromepet,31.05,5.31,59.6,2.5,13.4,0.77,10,Med
Jun,23,Kodambakkam,32.87,4.29,53.3,2.0,9.4,0.84,7,Med
Jun,24,Korattur,47.74,7.05,60.8,3.4,17.7,0.4,21,High
Jun,24,Velachery,29.57,3.13,53.2,1.9,9.1,1.2,4,Med
Jun,24,Adyar,19.24,1.34,46.0,1.0,4.0,2.61,2,Low
Jun,24,Ambattur,47.86,12.5,59.0,5.1,24.8,0.18,33,High
Jun,24,Nungambakkam,22.06,2.3,46.5,0.9,6.4,1.9,3,Med
Jun,24,Perambur,44.97,6.35,54.5,2.4,14.6,0.55,12,Low
Jun,24,Mylapore,24.4,2.63,47.6,1.5,6.8,1.59,4,Low
Jun,24,Sholinganallur,32.75,4.88,56.1,1.9,9.9,0.96,8,Med
Jun,24,Tondiarpet,45.56,8.18,61.8,3.7,19.6,0.24,20,High
Jun,24,Anna Nagar,22.51,2.01,49.7,0.9,5.3,1.73,3,Low
Jun,24,Chromepet,33.93,5.71,51.8,2.4,12.8,0.63,11,Med
Jun,24,Kodambakkam,33.75,3.92,49.6,2.0,10.7,0.8,8,Med
Jun,25,Korattur,48.88,7.58,57.6,2.5,16.5,0.44,18,High
Jun,25,Velachery,32.61,3.63,56.5,1.8,9.5,1.24,5,Med
Jun,25,Adyar,17.56,1.45,50.1,0.9,3.6,2.04,2,Low
Jun,25,Ambattur,61.88,9.12,67.2,4.5,25.6,0.22,24,High
Jun,25,Nungambakkam,23.41,2.39,50.1,1.3,5.4,1.58,3,Low
Jun,25,Perambur,36.3,6.58,60.7,3.4,15.2,0.54,13,Med
Jun,25,Mylapore,21.15,2.7,54.6,1.6,6.8,1.88,4,Low
Jun,25,Sholinganallur,31.97,4.9,55.7,2.3,9.7,0.88,10,Med
Jun,25,Tondiarpet,51.26,10.57,61.5,3.4,20.4,0.32,22,High
Jun,25,Anna Nagar,21.35,1.78,47.4,1.0,4.6,2.35,2,Low
Jun,25,Chromepet,32.94,5.05,52.4,2.8,11.7,0.82,11,Med
Jun,25,Kodambakkam,34.73,3.5,52.3,2.0,9.2,1.09,8,Med
Jun,26,Korattur,43.74,7.03,62.4,3.2,17.3,0.42,17,High
Jun,26,Velachery,25.98,4.12,55.4,1.7,8.4,1.19,6,Med
Jun,26,Adyar,19.85,1.33,43.7,1.0,4.3,2.2,3,Low
Jun,26,Ambattur,55.33,9.69,64.9,4.0,22.6,0.2,26,High
Jun,26,Nungambakkam,19.47,2.28,48.1,1.4,6.4,2.21,3,Low
Jun,26,Perambur,40.66,6.26,53.7,3.2,16.0,0.64,13,Med
Jun,26,Mylapore,23.29,2.41,54.7,1.2,7.0,1.82,4,Low
Jun,26,Sholinganallur,36.58,5.05,53.3,1.8,11.1,0.81,7,High
Jun,26,Tondiarpet,54.73,7.97,56.7,3.1,20.7,0.35,20,Med
Jun,26,Anna Nagar,16.77,1.66,46.4,1.1,5.1,1.69,3,Low
Jun,26,Chromepet,30.24,5.49,54.7,2.2,13.6,0.92,11,Med
Jun,26,Kodambakkam,27.44,3.22,50.3,1.7,9.7,0.91,8,Med
Jun,27,Korattur,51.2,6.76,56.5,2.9,18.7,0.46,17,High
Jun,27,Velachery,25.99,3.91,50.2,2.0,9.6,1.14,6,Med
Jun,27,Adyar,18.35,1.43,43.5,0.8,4.3,2.25,3,Low
Jun,27,Ambattur,59.47,10.64,63.2,5.2,24.5,0.2,27,High
Jun,27,Nungambakkam,19.82,2.24,45.6,0.9,5.8,2.2,4,Med
Jun,27,Perambur,43.47,5.49,59.6,2.9,13.2,0.55,15,Med
Jun,27,Mylapore,23.97,2.85,52.6,1.5,6.3,1.69,5,Low
Jun,27,Sholinganallur,36.76,5.19,53.5,2.3,11.6,1.04,8,Med
Jun,27,Tondiarpet,45.23,8.89,61.4,3.2,19.1,0.24,20,Med
Jun,27,Anna Nagar,20.01,1.81,49.1,0.9,4.8,2.4,3,Low
Jun,27,Chromepet,35.77,5.49,55.7,2.0,13.2,0.7,10,Med
Jun,27,Kodambakkam,32.02,4.23,57.8,2.1,9.9,0.9,8,Low
Jun,28,Korattur,51.06,6.65,58.8,3.0,18.6,0.45,19,High
Jun,28,Velachery,25.53,3.43,48.8,1.8,9.7,1.0,5,Med
Jun,28,Adyar,16.51,1.35,45.2,0.9,4.0,2.4,3,Low
Jun,28,Ambattur,49.35,9.7,61.0,3.7,21.2,0.22,30,High
Jun,28,Nungambakkam,24.1,2.31,45.4,1.1,6.0,2.2,4,Low
Jun,28,Perambur,37.21,5.5,61.4,2.4,14.4,0.57,15,Med
Jun,28,Mylapore,20.87,3.25,49.6,1.6,7.4,1.56,5,Low
Jun,28,Sholinganallur,35.15,4.48,53.3,2.2,10.1,0.77,9,Med
Jun,28,Tondiarpet,46.23,8.96,58.1,4.2,19.3,0.33,21,High
Jun,28,Anna Nagar,20.74,1.74,46.9,0.9,4.7,2.46,3,Low
Jun,28,Chromepet,31.32,5.84,52.4,2.8,13.6,0.7,11,Med
Jun,28,Kodambakkam,27.55,4.2,51.0,2.1,10.0,1.04,6,Med
Jun,29,Korattur,46.4,6.95,60.5,3.0,15.9,0.37,17,High
Jun,29,Velachery,25.11,3.54,53.2,1.6,8.9,1.18,6,Med
Jun,29,Adyar,17.45,1.61,44.5,0.9,3.8,2.27,3,Low
Jun,29,Ambattur,58.32,12.4,62.5,4.9,24.5,0.22,24,Med
Jun,29,Nungambakkam,22.26,1.8,52.2,1.2,5.5,1.87,3,Low
Jun,29,Perambur,44.59,7.04,62.4,2.4,15.3,0.58,11,Med
Jun,29,Mylapore,22.4,2.63,47.9,1.6,7.5,1.42,5,Low
Jun,29,Sholinganallur,28.35,4.06,59.2,2.3,11.3,1.03,9,Med
Jun,29,Tondiarpet,42.62,10.9,65.2,3.8,20.4,0.32,26,High
Jun,29,Anna Nagar,20.98,1.53,49.0,1.2,4.7,2.23,2,Low
Jun,29,Chromepet,31.37,4.98,54.6,2.9,13.2,0.66,10,Med
Jun,29,Kodambakkam,34.01,4.29,53.9,1.9,10.6,0.94,7,Med
Jun,30,Korattur,52.75,6.76,61.8,3.1,19.2,0.38,20,High
Jun,30,Velachery,29.14,3.77,50.6,1.9,9.1,1.14,6,Med
Jun,30,Adyar,18.61,1.53,50.6,0.7,3.8,2.58,2,Med
Jun,30,Ambattur,55.23,12.55,59.9,5.2,21.3,0.18,34,High
Jun,30,Nungambakkam,20.11,2.15,48.1,1.0,5.4,2.14,4,Low
Jun,30,Perambur,34.32,5.6,57.0,3.3,16.1,0.57,16,Med
Jun,30,Mylapore,27.84,3.23,47.2,1.2,6.7,1.43,5,Low
Jun,30,Sholinganallur,31.0,3.71,55.6,2.4,11.4,0.81,7,Low
Jun,30,Tondiarpet,56.05,9.93,61.8,3.3,18.5,0.28,20,High
Jun,30,Anna Nagar,18.88,1.73,45.2,0.8,4.5,2.37,2,Low
Jun,30,Chromepet,31.54,4.58,55.1,2.1,13.6,0.73,11,Med
Jun,30,Kodambakkam,28.25,3.43,55.5,2.2,10.1,1.16,7,Med
